,Name,total_y,total_pre_y
0,RW,94.0,95.9791198002847
1,RW,194.0,126.62616742622444
2,RW,151.0,150.59428992174878
3,RW,96.0,96.90904819268482
4,RW,132.0,130.1661000159728
5,RW,115.0,180.56698042329975
6,RW,90.0,94.35554094368142
7,RW,199.0,202.52773764649254
8,RW,197.0,191.7262173898942
9,Ryan,92.0,168.79725538249068
10,Ryan,94.0,89.87930456617796
11,Ryan,101.0,102.77396508599055
12,Ryan,96.0,30.52029436001473
13,Ryan,101.0,101.25948731801716
14,Ryan,92.0,91.50160105303246
15,Ryan,104.0,104.0498987479408
16,Ryan,94.0,72.01656539728742
17,Ryan,145.0,143.63381346948404
18,Ryan,139.0,140.82604196847774
19,Ryan,115.0,90.72089122826878
20,Silver,90.0,88.64984040334134
21,Silver,137.5,137.58173527485425
22,Silver,106.5,106.70492073668836
23,Silver,101.0,30.16751842671681
24,Roger,96.5,-5.078609830505787
25,Roger,153.5,153.38647088704263
26,Roger,130.5,127.12988370810967
27,Roger,136.0,156.52035110680612
28,Roger,111.0,90.14131433519808
29,Roger,156.5,159.41984929643814
30,Roger,109.0,107.87217976572822
31,Roger,112.0,118.34631209264845
32,Roger,93.0,88.18376212324162
33,Roger,163.5,166.4965927703908
34,Roger,136.0,178.73141435413137
35,Roger,120.0,114.6520450765257
36,Alex,99.0,98.00108741035962
37,Alex,140.0,138.97762464983066
38,Alex,135.0,155.36975481781266
39,Alex,98.0,101.01707044012018
40,Alex,93.0,94.17934653872813
41,Alex,151.0,216.29953896280534
42,Alex,164.0,164.27182396882327
43,Alex,128.0,125.03592820811602
44,Gary,77.0,77.18265045209117
45,Gary,133.0,128.5652376523731
46,Gary,110.0,48.29585591289573
47,Gary,102.0,1.4799625848435305
48,Gary,79.0,79.90755257993625
49,Gary,155.0,155.1145419011042
50,Gary,159.0,153.60915496525044
51,Gary,114.0,121.73318211912499
52,Tester E,136.0,135.92104087258582
53,Tester E,125.0,104.95988763409972
54,Tester E,168.0,168.38666567679476
55,Tester E,148.0,151.54513280644716
56,Tester E,214.0,211.7290906140394
57,Tester D,196.0,168.99509706289598
58,Tester D,203.0,203.80657909100447
59,Tester D,278.0,-8.519337745467581
60,Tester D,228.0,227.65625195653132
61,Tester D,195.0,194.78214067114928
62,Tester M,76.0,74.43819076501556
63,Tester M,113.0,120.43795174399699
64,Tester M,87.0,87.33789452029859
65,Tester M,81.0,81.22940836731813
66,Tester M,110.0,113.4277466934814
67,Tester M,111.0,112.45672433632463
68,Tester M,93.0,98.45104426762119
