,Name,total_y,total_pre_y
0,RW,94.0,96.16730202903683
1,RW,194.0,119.5705136798626
2,RW,151.0,120.95708974884167
3,RW,96.0,105.82820606868543
4,RW,132.0,123.14437724763093
5,RW,115.0,139.48123709514627
6,RW,90.0,96.86720027608509
7,RW,199.0,137.8445440089859
8,RW,197.0,135.05042611557093
9,Ryan,92.0,97.55716649991855
10,Ryan,94.0,118.13069133944035
11,Ryan,101.0,114.68498964577978
12,Ryan,96.0,98.54348582533805
13,Ryan,101.0,120.30133184543095
14,Ryan,92.0,111.82963656525997
15,Ryan,104.0,94.07801670256788
16,Ryan,94.0,94.35115990424126
17,Ryan,145.0,123.37337501177532
18,Ryan,139.0,103.03213030000391
19,Ryan,115.0,94.32840314604314
20,Silver,90.0,93.83389828897495
21,Silver,137.5,104.89046609448805
22,Silver,106.5,108.8146499960788
23,Silver,101.0,93.96984024698942
24,Tester B,212.0,211.9709953468282
25,Tester B,258.0,247.0767555474263
26,Tester B,257.5,254.32266960665743
27,Tester B,204.5,169.06953578824732
28,Tester B,383.0,383.5231177155015
29,Roger,96.5,103.09588448077616
30,Roger,153.5,135.97701711722382
31,Roger,130.5,136.91698647711493
32,Roger,136.0,130.9357182998627
33,Roger,111.0,105.1871014373563
34,Roger,156.5,135.3565996324799
35,Roger,109.0,134.71629097495645
36,Roger,112.0,102.43368194242706
37,Roger,93.0,101.72960704349232
38,Roger,163.5,134.8900218263891
39,Roger,136.0,135.05410623434148
40,Roger,120.0,94.02271828255162
41,Tester A,184.5,169.2343818076853
42,Tester A,195.0,210.10937441368802
43,Tester A,224.0,246.145200337365
44,Tester A,247.0,256.59023250826203
45,Tester A,146.0,170.49440925155582
46,Tester A,183.0,172.69290064888065
47,Tester A,159.0,273.48116722433025
48,Redick,87.0,96.25490506326315
49,Redick,155.0,95.18016455451586
50,Redick,110.0,97.20830901437782
51,Redick,87.0,96.80633007750336
52,Redick,110.0,122.56412510290681
53,Redick,104.0,97.02824403419075
54,Nick,113.0,153.06425961586902
55,Nick,120.0,94.50976650088508
56,Nick,96.0,94.52067522347897
57,Nick,84.0,93.23625661296884
58,Nick,107.0,157.9096881196761
59,Nick,105.0,94.42235365244333
60,Nick,82.0,93.9935780971624
61,Nick,150.0,136.8142764494746
62,Nick,126.0,132.82402453622132
63,Nick,94.0,94.09841544144713
64,Nick,86.0,93.95824235075642
65,Nick,137.0,129.30051762050408
66,Nick,108.0,134.99542161934932
67,Nick,104.0,93.94511764375189
68,Nick,82.0,94.26534629381513
69,Nick,150.0,144.0118127838992
70,Nick,126.0,131.6249216821392
71,Nick,94.0,94.52689807000918
72,Nick,86.0,94.31161497379117
73,Nick,137.0,144.20865982347863
74,Nick,108.0,130.66150127306767
75,Nick,104.0,94.19385284930316
76,Nick,80.0,93.9650995451137
77,Nick,150.0,129.90539928143255
78,Nick,110.0,114.53771860270896
79,Nick,92.0,93.73457751383731
80,Nick,84.0,93.85840222182989
81,Nick,145.0,125.03325946233726
82,Nick,123.0,122.96700957045918
83,Nick,100.0,93.92090627339877
84,Nick,87.0,93.93212783437681
85,Nick,86.0,93.94023673551897
86,Nick,126.0,124.6758713233499
87,Nick,110.0,125.11416684741606
88,Nick,95.0,94.03236256911285
89,Nick,88.0,93.97886150848191
90,Nick,149.0,120.32410810386082
91,Nick,143.0,122.92144912247534
92,Nick,133.0,94.0783499769573
93,Nick,88.0,93.96590917050736
94,Nick,83.0,93.95551154870154
95,Nick,143.0,127.69377374421379
96,Nick,114.0,114.74366871513158
97,Nick,108.0,93.93790590665559
98,Nick,79.0,93.6919795881879
99,Nick,135.0,119.22218562273746
100,Nick,119.0,125.88441031937383
101,Nick,107.0,94.57733810223483
102,Nick,146.0,120.86457900636303
103,Nick,121.0,127.548220028585
104,Nick,90.0,94.0149677186945
105,Nick,86.0,94.02994078261244
106,Nick,132.0,122.95070405459607
107,Nick,109.0,124.8691753721096
108,Nick,95.0,93.93651808239048
109,Nick,89.0,93.90078112684006
110,Nick,126.0,116.4621466798629
111,Nick,116.0,123.06781041528563
112,Nick,108.0,93.94992055118792
113,Nick,112.0,105.92211828135059
114,Nick,95.0,121.79968097858762
115,Nick,94.0,93.96314135723998
116,Nick,92.0,93.95272566844267
117,Nick,131.0,128.62894099103352
118,Nick,125.0,120.51692057595149
119,Nick,105.0,93.23451968760956
120,Nick,86.0,93.89009937487431
121,Nick,126.0,118.60228803355521
122,Nick,116.0,121.16350071516652
123,Nick,111.0,93.50689190263975
124,Nick,90.0,94.15755510664279
125,Nick,125.0,117.6620559367939
126,Nick,95.0,126.06154503145407
127,Nick,93.0,94.02205771438092
128,Alex,99.0,94.13630079538527
129,Alex,140.0,128.9055467437395
130,Alex,135.0,121.08051791970217
131,Alex,98.0,94.15355483581274
132,Alex,93.0,94.27599862900347
133,Alex,151.0,123.81878041353373
134,Alex,164.0,114.21633843307248
135,Alex,128.0,94.08326092841932
136,Gary,77.0,94.16156753875602
137,Gary,133.0,142.2644853128763
138,Gary,110.0,141.98095334258488
139,Gary,102.0,93.83017159823335
140,Gary,79.0,94.1822238075889
141,Gary,155.0,142.55259606943378
142,Gary,159.0,142.0202254997732
143,Gary,114.0,94.023272952998
144,Tester E,136.0,134.49694976734753
145,Tester E,125.0,147.65391146796279
146,Tester E,168.0,154.53765789560308
147,Tester E,148.0,151.58157720100854
148,Tester E,214.0,204.43541342265115
149,Tester D,196.0,190.28759688565518
150,Tester D,203.0,191.63292622353768
151,Tester D,278.0,268.2610902588455
152,Tester D,228.0,220.03520872987576
153,Tester D,195.0,220.3684005390746
154,Tester B,253.5,250.5025588526656
155,Tester B,242.5,263.68576713788207
156,Tester B,266.0,263.7463346190178
157,Tester B,215.0,215.30148940029216
158,Tester B,139.5,141.18288392737148
